longitude,latitude,score,provincia
8.8345076309,45.4539035458,0.0,Milano
8.8345207928,45.449402958499995,0.0,Milano
8.8345339515,45.444902367599994,0.0,Milano
8.8345471072,45.44040177320001,0.0,Milano
8.8345602597,45.43590117520001,0.0,Milano
8.8345734092,45.4314005736,0.0,Milano
8.8345865555,45.4268999685,0.0,Milano
8.8345996987,45.4223993598,0.0,Milano
8.8346128388,45.4178987476,0.0,Milano
8.8346259758,45.41339813180001,0.0,Milano
8.8346391097,45.4088975124,0.0,Milano
8.8405849351,45.5664261908,0.0,Milano
8.8405976635,45.5619256912,0.0,Milano
8.8406103888,45.55742518799999,0.0,Milano
8.8406231112,45.5529246813,0.0,Milano
8.8406358305,45.548424171,0.0,Milano
8.8406485468,45.543923657099995,0.0,Milano
8.8406612601,45.539423139700006,0.0,Milano
8.8406739704,45.534922618699994,0.0,Milano
8.8406866777,45.5304220941,0.0,Milano
8.840699382,45.525921566,0.0,Milano
8.8407120832,45.52142103429999,0.0,Milano
8.8407247815,45.5169204991,0.0,Milano
8.8407374768,45.512419960299994,0.0,Milano
8.840750169,45.5079194179,0.0,Milano
8.8407628583,45.5034188719,0.0,Milano
8.8407755446,45.49891832240001,0.0,Milano
8.8407882278,45.494417769399995,0.0,Milano
8.8408009081,45.48991721269999,0.0,Milano
8.840813585300001,45.4854166525,0.0,Milano
8.8408262596,45.480916088799994,0.0,Milano
8.8408389309,45.4764155214,0.0,Milano
8.8408515991,45.4719149505,0.0,Milano
8.8408642644,45.4674143761,0.0,Milano
8.8408769267,45.4629137981,0.0,Milano
8.840889586,45.4584132165,0.0,Milano
8.8409022423,45.45391263129999,0.0,Milano
8.8409148956,45.44941204260001,0.0,Milano
8.8409275459,45.4449114503,0.0,Milano
8.8409401932,45.440410854499994,0.0,Milano
8.8409528376,45.435910255099984,0.0,Milano
8.8409654789,45.431409652099994,0.0,Milano
8.8409781173,45.42690904559999,0.0,Milano
8.8409907526,45.422408435499996,0.0,Milano
8.841003385,45.4179078218,0.0,Milano
8.841016014400001,45.4134072046,0.0,Milano
8.8410286409,45.4089065838,0.0,Milano
8.8410412643,45.40440595940001,0.0,Milano
8.8469923029,45.56643495249999,0.0,Milano
8.8470045197,45.561934451499994,0.0,Milano
8.8470167336,45.55743394700001,0.0,Milano
8.8470289446,45.5529334389,0.0,Milano
8.8470411527,45.548432927200004,0.0,Milano
8.8470533579,45.543932412,0.0,Milano
8.8470655602,45.539431893199996,0.0,Milano
8.8470777596,45.5349313708,0.0,Milano
8.8470899562,45.53043084490001,0.0,Milano
8.8471021498,45.525930315400004,0.0,Milano
8.8471143406,45.52142978239999,0.0,Milano
8.8471265285,45.51692924569999,0.0,Milano
8.8471387135,45.512428705599994,0.0,Milano
8.8471508956,45.5079281618,0.0,Milano
8.8471630749,45.50342761449999,0.0,Milano
8.8471752513,45.49892706359999,0.0,Milano
8.8471874247,45.4944265092,0.0,Milano
8.8471995953,45.48992595120001,0.0,Milano
8.8472117631,45.4854253896,0.0,Milano
8.8472239279,45.48092482449999,0.0,Milano
8.8472360899,45.47642425579999,0.0,Milano
8.847248249,45.471923683600004,0.0,Milano
8.8472604052,45.4674231077,0.0,Milano
8.8472725586,45.46292252840001,0.0,Milano
8.8472847091,45.45842194539999,0.0,Milano
8.8472968567,45.4539213589,0.0,Milano
8.8473090014,45.44942076879999,0.0,Milano
8.8473211433,45.444920175200004,0.0,Milano
8.8473332823,45.440419578000004,0.0,Milano
8.8473454184,45.43591897719999,0.0,Milano
8.8473575516,45.43141837289999,0.0,Milano
8.847369682,45.426917765,0.0,Milano
8.8473818096,45.42241715349999,0.0,Milano
8.8473939342,45.417916538499995,0.0,Milano
8.847406056,45.4134159199,0.0,Milano
8.847418175,45.40891529769999,0.0,Milano
8.847430291,45.40441467199999,0.0,Milano
8.8474424042,45.3999140427,0.0,Milano
8.8474545146,45.39541340990001,0.0,Milano
8.8474666221,45.390912773500006,0.0,Milano
8.8474787267,45.386412133500016,0.0,Milano
8.8475029273,45.377410842899984,0.0,Milano
8.8533879657,45.5709438536,0.0,Milano
8.8533996736,45.566443354799986,0.0,Milano
8.8534113788,45.561942852499996,0.0,Milano
8.8534230812,45.55744234670001,0.0,Milano
8.8534347808,45.5529418373,0.0,Milano
8.8534464777,45.5484413243,0.0,Milano
8.8534581718,45.5439408077,0.0,Milano
8.8534698632,45.539440287599994,0.0,Milano
8.8534815517,45.534939764,0.0,Milano
8.8534932375,45.5304392367,0.0,Milano
8.8535049206,45.525938705899996,0.0,Milano
8.8535166009,45.5214381716,0.0,Milano
8.8535282784,45.516937633599994,0.0,Milano
8.8535399531,45.512437092199995,0.0,Milano
8.8535516251,45.507936547099995,0.0,Milano
8.8535632944,45.503435998499995,0.32785092670752664,Milano
8.8535749608,45.4989354463,0.3587199051043022,Milano
8.8535866245,45.49443489059999,0.0,Milano
8.8535982855,45.489934331300006,0.0,Milano
8.8536099437,45.48543376840001,0.0,Milano
8.8536215991,45.4809332019,0.0,Milano
8.8536332518,45.4764326319,0.0,Milano
8.853644901700001,45.4719320584,0.0,Milano
8.8536565489,45.46743148129998,0.0,Milano
8.8536681933,45.4629309006,0.0,Milano
8.853679835,45.458430316299996,0.0,Milano
8.8536914739,45.45392972849999,0.0,Milano
8.8537031101,45.44942913709999,0.0,Milano
8.8537147435,45.44492854219999,0.0,Milano
8.8537263742,45.44042794359999,0.0,Milano
8.8537380021,45.435927341599985,0.0,Milano
8.8537496273,45.4314267359,0.0,Milano
8.8537612497,45.42692612670001,0.0,Milano
8.8537728694,45.422425514,0.0,Milano
8.8537844863,45.41792489760001,0.0,Milano
8.8537961005,45.41342427770001,0.0,Milano
8.8538077119,45.4089236543,0.0,Milano
8.8538193206,45.40442302729999,0.0,Milano
8.8538309266,45.3999223967,0.0,Milano
8.8538425298,45.3954217625,0.0,Milano
8.8538541303,45.3909211248,0.0,Milano
8.853865728,45.38642048349999,0.0,Milano
8.853877323,45.3819198387,0.0,Milano
8.8538889152,45.377419190299996,0.0,Milano
8.8539005048,45.37291853829999,0.0,Milano
8.8539120915,45.3684178828,0.0,Milano
8.8597846519,45.5754523942,0.0,Milano
8.8597958508,45.5709518977,0.0,Milano
8.8598070471,45.5664513978,0.0,Milano
8.859818240700001,45.5619508942,0.0,Milano
8.8598294316,45.5574503871,0.0,Milano
8.8598406199,45.55294987639999,0.0,Milano
8.8598518055,45.5484493622,0.0,Milano
8.8598629885,45.543948844400006,0.0,Milano
8.8598741689,45.53944832300001,0.0,Milano
8.8598853466,45.53494779809999,0.0,Milano
8.8598965217,45.5304472696,0.0,Milano
8.8599076941,45.5259467376,0.0,Milano
8.8599188639,45.521446202,0.0,Milano
8.859930031,45.5169456628,0.0,Milano
8.8599411955,45.512445119999995,0.0,Milano
8.8599523574,45.507944573699994,0.0,Milano
8.8599635166,45.50344402390001,0.3329080834196085,Milano
8.8599746732,45.4989434704,0.37319701048397197,Milano
8.8599858271,45.4944429134,0.0,Milano
8.8599969784,45.48994235290001,0.4076612369887173,Milano
8.8600081271,45.4854417888,0.3509616858527197,Milano
8.8600192731,45.48094122109999,0.0,Milano
